OP | REF | HYP
SUB | do | did
OK | you | you
OK | may | may
OK | choose | choose
OK | to | to
SUB | embrace | brace
SUB | dualism | to
SUB | reject | wallace
SUB | the | project
OK | idea | idea
OK | that | that
DEL | the | ****
SUB | brain | frame
SUB | is | because
SUB | responsible | possible
OK | for | for
OK | mental | mental
SUB | life | like
OK | and | and
DEL | reject | ****
SUB | the | we're
SUB | promise | jacques
SUB | of | promises
OK | a | a
SUB | scientific | scientists
SUB | psychology | alternative
SUB | alternatively | way
OK | you | you
OK | might | might
OK | choose | choose
OK | to | to
OK | embrace | embrace
SUB | the | a
OK | scientific | scientific
INS | **** | world
SUB | worldview | view
OK | and | and
OK | reject | reject
OK | all | all
SUB | these | the
SUB | humanist | cubans
SUB | values | facts
OK | and | and
DEL | there | ****
OK | are | are
OK | some | some
OK | philosophers | philosophers
OK | and | and
SUB | psychologists | psychologist
SUB | who | would
SUB | do | you
OK | just | just
DEL | that | ****
DEL | who | ****
SUB | claim | back
SUB | that | later
OK | free | free
OK | will | will
OK | and | and
OK | responsibility | responsibility
OK | and | and
OK | spiritual | spiritual
DEL | value | ****
SUB | and | brian
SUB | intrinsic | intrusive
SUB | value | fry
OK | are | are
OK | all | all
SUB | illusions | lucia
SUB | they're | besides
SUB | pre-scientific | that
SUB | notions | note
SUB | that | i
SUB | get | didn't
OK | washed | washed
OK | away | away
OK | in | in
OK | modern | modern
OK | science | science
OK | or | or
OK | you | you
OK | could | could
OK | try | try
DEL | to | ****
OK | reconcile | reconcile
DEL | them | ****
SUB | you | it
SUB | could | a
OK | try | try
SUB | to | at
SUB | figure | the
SUB | out | euro
SUB | how | tower
OK | to | to
DEL | mesh | ****
SUB | your | matthew
OK | scientific | scientific
OK | view | view
OK | of | of
DEL | the | ****
SUB | mind | mine
OK | with | with
OK | these | these
INS | **** | human
SUB | humanist | is
SUB | values | valiant
OK | you | you
OK | might | might
OK | want | want
OK | to | to
DEL | preserve | ****
SUB | and | serve
OK | this | this
OK | is | is
OK | an | an
OK | issue | issue
OK | which | which
DEL | we're | ****
DEL | going | ****
SUB | to | can
OK | return | return
OK | to | to
DEL | throughout | ****
OK | the | the
DEL | course | ****
DEL | okay | ****
DEL | i'll | ****
DEL | see | ****
SUB | you | records
SUB | on | boss
SUB | wednesday | humans
{'Sub': 2964, 'Del': 999, 'Cor': 4005, 'WER': 0.532, 'Ins': 275}
